year,category,prize,motivation,price_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
2001,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of key regulators of the cell cycle,03-Jan,737,Individual,Sir Paul M. Nurse,25/01/1949,Norwich,United Kingdom,male,Imperial Cancer Research Fund,London,United Kingdom,,,
2001,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of key regulators of the cell cycle,03-Jan,736,Individual,Tim Hunt,19/02/1943,Neston,United Kingdom,male,Imperial Cancer Research Fund,London,United Kingdom,,,
2002,Chemistry,The Nobel Prize in Chemistry,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,04-Jan,756,Individual,John B. Fenn,15/06/1917,"New York, NY",USA,male,Virginia Commonwealth University,"Richmond, VA",USA,10/12/2010,"Richmond, VA",USA
2002,Chemistry,The Nobel Prize in Chemistry,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,04-Jan,757,Individual,Koichi Tanaka,03/08/1959,Toyama City,Japan,male,Shimadzu Corp.,Kyoto,Japan,,,
2002,Chemistry,The Nobel Prize in Chemistry,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,02-Jan,758,Individual,Kurt Wüthrich,04/10/1938,Aarberg,Switzerland,male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,,,
2002,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty",02-Jan,759,Individual,Daniel Kahneman,05/03/1934,Tel Aviv,British Mandate of Palestine,male,Princeton University,"Princeton, NJ",USA,,,
2002,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms",02-Jan,760,Individual,Vernon L. Smith,01/01/1927,"Wichita, KS",USA,male,George Mason University,"Fairfax, VA",USA,,,
2002,Literature,The Nobel Prize in Literature,for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history,1,761,Individual,Imre Kertész,09/11/1929,Budapest,Hungary,male,,,,31/03/2016,Budapest,Hungary
2002,Peace,The Nobel Peace Prize,"for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development",1,762,Individual,James Earl Carter,01/10/1924,"Plains, GA",USA,male,,,,,,
2002,Physics,The Nobel Prize in Physics,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",04-Jan,754,Individual,Masatoshi Koshiba,19/09/1926,Toyohashi,Japan,male,University of Tokyo,Tokyo,Japan,12/11/2020,Tokyo,Japan
2002,Physics,The Nobel Prize in Physics,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",04-Jan,753,Individual,Raymond Davis Jr.,14/10/1914,"Washington, D.C.",USA,male,University of Pennsylvania,"Philadelphia, PA",USA,31/05/2006,"Blue Point, NY",USA
2002,Physics,The Nobel Prize in Physics,"for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources",02-Jan,755,Individual,Riccardo Giacconi,06/10/1931,Genoa,Italy,male,Associated Universities Inc.,"Washington, D.C.",USA,16/12/2018,"La Jolla, CA",USA
2002,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',03-Jan,751,Individual,H. Robert Horvitz,08/05/1947,"Chicago, IL",USA,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,
2002,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',03-Jan,752,Individual,John E. Sulston,27/03/1942,Cambridge,United Kingdom,male,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,06/03/2018,"Stapleford, Cambridgeshire",United Kingdom
2002,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',03-Jan,750,Individual,Sydney Brenner,13/01/1927,Germiston,South Africa,male,The Molecular Sciences Institute,"Berkeley, CA",USA,05/04/2019,,Singapore
2003,Chemistry,The Nobel Prize in Chemistry,for the discovery of water channels,02-Jan,769,Individual,Peter Agre,30/01/1949,"Northfield, MN",USA,male,Johns Hopkins University School of Medicine,"Baltimore, MD",USA,,,
2003,Chemistry,The Nobel Prize in Chemistry,for structural and mechanistic studies of ion channels,02-Jan,770,Individual,Roderick MacKinnon,19/02/1956,"Burlington, MA",USA,male,Rockefeller University,"New York, NY",USA,,,
2003,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for methods of analyzing economic time series with common trends (cointegration),02-Jan,772,Individual,Clive W.J. Granger,04/09/1934,Swansea,United Kingdom,male,University of California,"San Diego, CA",USA,27/05/2009,"San Diego, CA",USA
2003,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for methods of analyzing economic time series with time-varying volatility (ARCH),02-Jan,771,Individual,Robert F. Engle III,10/11/1942,"Syracuse, NY",USA,male,New York University,"New York, NY",USA,,,
2003,Literature,The Nobel Prize in Literature,who in innumerable guises portrays the surprising involvement of the outsider,1,763,Individual,John M. Coetzee,09/02/1940,Cape Town,South Africa,male,,,,,,
2003,Peace,The Nobel Peace Prize,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,1,773,Individual,Shirin Ebadi,21/06/1947,Hamadan,Iran,female,,,,,,
2003,Physics,The Nobel Prize in Physics,for pioneering contributions to the theory of superconductors and superfluids,03-Jan,766,Individual,Alexei Alexeyevich Abrikosov,25/06/1928,Moscow,USSR,male,Argonne National Laboratory,"Argonne, IL",USA,29/03/2017,,
2003,Physics,The Nobel Prize in Physics,for pioneering contributions to the theory of superconductors and superfluids,03-Jan,768,Individual,Anthony J. Leggett,26/03/1938,London,United Kingdom,male,University of Illinois,"Urbana, IL",USA,,,
2003,Physics,The Nobel Prize in Physics,for pioneering contributions to the theory of superconductors and superfluids,03-Jan,767,Individual,Vitaly Lazarevich Ginzburg,04/10/1916,Moscow,Russia,male,P.N. Lebedev Physical Institute,Moscow,Russia,08/11/2009,,
2003,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning magnetic resonance imaging,02-Jan,764,Individual,Paul C. Lauterbur,06/05/1929,"Sidney, OH",USA,male,University of Illinois,"Urbana, IL",USA,27/03/2007,"Urbana, IL",USA
2003,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning magnetic resonance imaging,02-Jan,765,Individual,Sir Peter Mansfield,09/10/1933,London,United Kingdom,male,"University of Nottingham, School of Physics and Astronomy",Nottingham,United Kingdom,08/02/2017,,
2004,Chemistry,The Nobel Prize in Chemistry,for the discovery of ubiquitin-mediated protein degradation,03-Jan,779,Individual,Aaron Ciechanover,01/10/1947,Haifa,British Protectorate of Palestine,male,Technion - Israel Institute of Technology,Haifa,Israel,,,
2004,Chemistry,The Nobel Prize in Chemistry,for the discovery of ubiquitin-mediated protein degradation,03-Jan,780,Individual,Avram Hershko,31/12/1937,Karcag,Hungary,male,Technion - Israel Institute of Technology,Haifa,Israel,,,
2004,Chemistry,The Nobel Prize in Chemistry,for the discovery of ubiquitin-mediated protein degradation,03-Jan,781,Individual,Irwin Rose,16/07/1926,"Brooklyn, NY",USA,male,University of California,"Irvine, CA",USA,03/06/2015,"Deerfield, MA",USA
2004,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,02-Jan,787,Individual,Edward C. Prescott,26/12/1940,"Glens Falls, NY",USA,male,Arizona State University,"Tempe, AZ",USA,06/11/2022,"Paradise Valley, AZ",USA
2004,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,02-Jan,786,Individual,Finn E. Kydland,01/12/1943,Gjesdal,Norway,male,Carnegie Mellon University,"Pittsburgh, PA",USA,,,
2004,Literature,The Nobel Prize in Literature,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power,1,782,Individual,Elfriede Jelinek,20/10/1946,Mürzzuschlag,Austria,female,,,,,,
2004,Peace,The Nobel Peace Prize,"for her contribution to sustainable development, democracy and peace",1,783,Individual,Wangari Muta Maathai,01/04/1940,Nyeri,Kenya,female,,,,25/09/2011,Nairobi,Kenya
2004,Physics,The Nobel Prize in Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,03-Jan,776,Individual,David J. Gross,19/02/1941,"Washington, D.C.",USA,male,"University of California, Kavli Institute for Theoretical Physics","Santa Barbara, CA",USA,,,
2004,Physics,The Nobel Prize in Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,03-Jan,778,Individual,Frank Wilczek,15/05/1951,"New York, NY",USA,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,
2004,Physics,The Nobel Prize in Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,03-Jan,777,Individual,H. David Politzer,31/08/1949,"New York, NY",USA,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,,,
2004,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of odorant receptors and the organization of the olfactory system,02-Jan,775,Individual,Linda B. Buck,29/01/1947,"Seattle, WA",USA,female,Fred Hutchinson Cancer Research Center,"Seattle, WA",USA,,,
2004,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of odorant receptors and the organization of the olfactory system,02-Jan,774,Individual,Richard Axel,02/07/1946,"New York, NY",USA,male,Columbia University,"New York, NY",USA,,,
2005,Chemistry,The Nobel Prize in Chemistry,for the development of the metathesis method in organic synthesis,03-Jan,796,Individual,Richard R. Schrock,04/01/1945,"Berne, IN",USA,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,
2005,Chemistry,The Nobel Prize in Chemistry,for the development of the metathesis method in organic synthesis,03-Jan,795,Individual,Robert H. Grubbs,27/02/1942,"Possum Trot, KY",USA,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,19/12/2021,"Duarte, CA",USA
2005,Chemistry,The Nobel Prize in Chemistry,for the development of the metathesis method in organic synthesis,03-Jan,794,Individual,Yves Chauvin,10/10/1930,Menin,Belgium,male,Institut Français du Pétrole,Rueil-Malmaison,France,27/01/2015,Tours,France
2005,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having enhanced our understanding of conflict and cooperation through game-theory analysis,02-Jan,799,Individual,Robert J. Aumann,08/06/1930,Frankfurt-on-the-Main,Germany,male,"University of Jerusalem, Center for RationalityHebrew",Jerusalem,Israel,,,
2005,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having enhanced our understanding of conflict and cooperation through game-theory analysis,02-Jan,800,Individual,Thomas C. Schelling,14/04/1921,"Oakland, CA",USA,male,"University of Maryland, Department of Economics and School of Public Policy","College Park, MD",USA,13/12/2016,"Bethesda, MD",USA
2005,Literature,The Nobel Prize in Literature,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms,1,801,Individual,Harold Pinter,10/10/1930,London,United Kingdom,male,,,,24/12/2008,London,United Kingdom
2005,Peace,The Nobel Peace Prize,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,02-Jan,797,Organization,International Atomic Energy Agency,01/01/1957,Vienna,Austria,,,,,,,
2005,Peace,The Nobel Peace Prize,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,02-Jan,798,Individual,Mohamed ElBaradei,17/06/1942,Cairo,Egypt,male,,,,,,
2005,Physics,The Nobel Prize in Physics,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",04-Jan,792,Individual,John L. Hall,21/08/1934,"Denver, CO",USA,male,"University of Colorado, JILA","Boulder, CO",USA,,,
2005,Physics,The Nobel Prize in Physics,for his contribution to the quantum theory of optical coherence,02-Jan,791,Individual,Roy J. Glauber,01/09/1925,"New York, NY",USA,male,Harvard University,"Cambridge, MA",USA,26/12/2018,"Newton, MA",USA
2005,Physics,The Nobel Prize in Physics,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",04-Jan,793,Individual,Theodor W. Hänsch,30/10/1941,Heidelberg,Germany,male,Max-Planck-Institut für Quantenoptik,Garching,Germany,,,
2005,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,02-Jan,789,Individual,Barry J. Marshall,30/09/1951,Kalgoorlie,Australia,male,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Nedlands,Australia,,,
2005,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,02-Jan,790,Individual,J. Robin Warren,11/06/1937,Adelaide,Australia,male,,,,,,
2006,Chemistry,The Nobel Prize in Chemistry,for his studies of the molecular basis of eukaryotic transcription,1,806,Individual,Roger D. Kornberg,24/04/1947,"St. Louis, MO",USA,male,Stanford University,"Stanford, CA",USA,,,
2006,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his analysis of intertemporal tradeoffs in macroeconomic policy,1,807,Individual,Edmund S. Phelps,26/07/1933,"Evanston, IL",USA,male,Columbia University,"New York, NY",USA,,,
2006,Literature,The Nobel Prize in Literature,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures,1,808,Individual,Orhan Pamuk,07/06/1952,Istanbul,Turkey,male,,,,,,
2006,Peace,The Nobel Peace Prize,for their efforts to create economic and social development from below,02-Jan,810,Organization,Grameen Bank,01/01/1976,Dhaka,Bangladesh,,,,,,,
2006,Peace,The Nobel Peace Prize,for their efforts to create economic and social development from below,02-Jan,809,Individual,Muhammad Yunus,28/06/1940,Chittagong,British India,male,,,,,,
2006,Physics,The Nobel Prize in Physics,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,02-Jan,805,Individual,George F. Smoot,20/02/1945,"Yukon, FL",USA,male,University of California,"Berkeley, CA",USA,,,
2006,Physics,The Nobel Prize in Physics,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,02-Jan,804,Individual,John C. Mather,07/08/1946,"Roanoke, VA",USA,male,NASA Goddard Space Flight Center,"Greenbelt, MD",USA,,,
2006,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery of RNA interference - gene silencing by double-stranded RNA,02-Jan,802,Individual,Andrew Z. Fire,27/04/1959,"Stanford, CA",USA,male,Stanford University School of Medicine,"Stanford, CA",USA,,,
2006,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery of RNA interference - gene silencing by double-stranded RNA,02-Jan,803,Individual,Craig C. Mello,18/10/1960,"New Haven, CT",USA,male,University of Massachusetts Medical School,"Worcester, MA",USA,,,
2007,Chemistry,The Nobel Prize in Chemistry,for his studies of chemical processes on solid surfaces,1,816,Individual,Gerhard Ertl,10/10/1936,Bad Cannstatt,Germany,male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,,,
2007,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having laid the foundations of mechanism design theory,03-Jan,821,Individual,Eric S. Maskin,12/12/1950,"New York, NY",USA,male,Institute for Advanced Study,"Princeton, NJ",USA,,,
2007,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having laid the foundations of mechanism design theory,03-Jan,820,Individual,Leonid Hurwicz,21/08/1917,Moscow,Russia,male,University of Minnesota,"Minneapolis, MN",USA,24/06/2008,"Minneapolis, MN",USA
2007,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having laid the foundations of mechanism design theory,03-Jan,822,Individual,Roger B. Myerson,29/03/1951,"Boston, MA",USA,male,University of Chicago,"Chicago, IL",USA,,,
2007,Literature,The Nobel Prize in Literature,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny",1,817,Individual,Doris Lessing,22/10/1919,Kermanshah,Persia,female,,,,17/11/2013,London,United Kingdom
2007,Peace,The Nobel Peace Prize,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",02-Jan,819,Individual,Albert Arnold (Al) Gore Jr.,31/03/1948,"Washington, D.C.",USA,male,,,,,,
2007,Peace,The Nobel Peace Prize,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",02-Jan,818,Organization,Intergovernmental Panel on Climate Change,01/01/1988,"New York, NY",USA,,,,,,,
2007,Physics,The Nobel Prize in Physics,for the discovery of Giant Magnetoresistance,02-Jan,814,Individual,Albert Fert,07/03/1938,Carcassonne,France,male,Universit&eacute; Paris-Sud,Orsay,France,,,
2007,Physics,The Nobel Prize in Physics,for the discovery of Giant Magnetoresistance,02-Jan,815,Individual,Peter Grünberg,18/05/1939,Plzen,Czechoslovakia,male,Forschungszentrum J&uuml;lich,Jülich,Germany,09/04/2018,Jülich,Germany
2007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,03-Jan,811,Individual,Mario R. Capecchi,06/10/1937,Verona,Italy,male,University of Utah,"Salt Lake City, UT",USA,,,
2007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,03-Jan,813,Individual,Oliver Smithies,23/06/1925,Halifax,United Kingdom,male,University of North Carolina,"Chapel Hill, NC",USA,10/01/2017,"Chapel Hill, NC",USA
2007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,03-Jan,812,Individual,Sir Martin J. Evans,01/01/1941,Stroud,United Kingdom,male,Cardiff University,Cardiff,United Kingdom,,,
2008,Chemistry,The Nobel Prize in Chemistry,"for the discovery and development of the green fluorescent protein, GFP",03-Jan,830,Individual,Martin Chalfie,15/01/1947,"Chicago, IL",USA,male,Columbia University,"New York, NY",USA,,,
2008,Chemistry,The Nobel Prize in Chemistry,"for the discovery and development of the green fluorescent protein, GFP",03-Jan,829,Individual,Osamu Shimomura,27/08/1928,Kyoto,Japan,male,Marine Biological Laboratory (MBL),"Woods Hole, MA",USA,19/10/2018,Nagasaki,Japan
2008,Chemistry,The Nobel Prize in Chemistry,"for the discovery and development of the green fluorescent protein, GFP",03-Jan,831,Individual,Roger Y. Tsien,01/02/1952,"New York, NY",USA,male,University of California,"San Diego, CA",USA,24/08/2016,"Eugene, OR",USA
2008,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his analysis of trade patterns and location of economic activity,1,834,Individual,Paul Krugman,28/02/1953,"New York, NY",USA,male,Princeton University,"Princeton, NJ",USA,,,
2008,Literature,The Nobel Prize in Literature,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization",1,832,Individual,Jean-Marie Gustave Le Clézio,13/04/1940,Nice,France,male,,,,,,
2008,Peace,The Nobel Peace Prize,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts",1,833,Individual,Martti Ahtisaari,23/06/1937,Viipuri,Finland,male,,,,,,
2008,Physics,The Nobel Prize in Physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,04-Jan,827,Individual,Makoto Kobayashi,07/04/1944,Nagoya,Japan,male,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,,,
2008,Physics,The Nobel Prize in Physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,04-Jan,828,Individual,Toshihide Maskawa,07/02/1940,Nagoya,Japan,male,Kyoto Sangyo University,Kyoto,Japan,23/07/2021,Kyoto,Japan
2008,Physics,The Nobel Prize in Physics,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,02-Jan,826,Individual,Yoichiro Nambu,18/01/1921,Tokyo,Japan,male,"Enrico Fermi Institute, University of Chicago","Chicago, IL",USA,05/07/2015,Osaka,Japan
2008,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery of human immunodeficiency virus,04-Jan,824,Individual,Françoise Barré-Sinoussi,30/07/1947,Paris,France,female,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,,,
2008,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discovery of human papilloma viruses causing cervical cancer,02-Jan,823,Individual,Harald zur Hausen,11/03/1936,Gelsenkirchen,Germany,male,German Cancer Research Center,Heidelberg,Germany,,,
2008,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery of human immunodeficiency virus,04-Jan,825,Individual,Luc Montagnier,18/08/1932,Chabris,France,male,World Foundation for AIDS Research and Prevention,Paris,France,08/02/2022,Paris,France
2009,Chemistry,The Nobel Prize in Chemistry,for studies of the structure and function of the ribosome,03-Jan,843,Individual,Ada E. Yonath,22/06/1939,Jerusalem,British Mandate of Palestine,female,Weizmann Institute of Science,Rehovot,Israel,,,
2009,Chemistry,The Nobel Prize in Chemistry,for studies of the structure and function of the ribosome,03-Jan,842,Individual,Thomas A. Steitz,23/08/1940,"Milwaukee, WI",USA,male,Yale University,"New Haven, CT",USA,23/08/2018,"Branford, CT",USA
2009,Chemistry,The Nobel Prize in Chemistry,for studies of the structure and function of the ribosome,03-Jan,841,Individual,Venkatraman Ramakrishnan,01/01/1952,"Chidambaram, Tamil Nadu",India,male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,,
2009,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"for her analysis of economic governance, especially the commons",02-Jan,846,Individual,Elinor Ostrom,07/08/1933,"Los Angeles, CA",USA,female,Indiana University,"Bloomington, IN",USA,12/06/2012,"Bloomington, IN",USA
2009,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"for his analysis of economic governance, especially the boundaries of the firm",02-Jan,847,Individual,Oliver E. Williamson,27/09/1932,"Superior, WI",USA,male,University of California,"Berkeley, CA",USA,,,
2009,Literature,The Nobel Prize in Literature,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed",1,844,Individual,Herta Müller,17/08/1953,"Nitzkydorf, Banat",Romania,female,,,,,,
2009,Peace,The Nobel Peace Prize,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,1,845,Individual,Barack Hussein Obama,04/08/1961,"Honolulu, HI",USA,male,,,,,,
2009,Physics,The Nobel Prize in Physics,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,02-Jan,838,Individual,Charles Kuen Kao,04/11/1933,Shanghai,China,male,Standard Telecommunication Laboratories,Harlow,United Kingdom,23/09/2018,Hong Kong,
2009,Physics,The Nobel Prize in Physics,for the invention of an imaging semiconductor circuit - the CCD sensor,04-Jan,840,Individual,George E. Smith,10/05/1930,"White Plains, NY",USA,male,Bell Laboratories,"Murray Hill, NJ",USA,,,
2009,Physics,The Nobel Prize in Physics,for the invention of an imaging semiconductor circuit - the CCD sensor,04-Jan,839,Individual,Willard S. Boyle,19/08/1924,"Amherst, NS",Canada,male,Bell Laboratories,"Murray Hill, NJ",USA,07/05/2011,"Truro, NS",Canada
2009,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,03-Jan,836,Individual,Carol W. Greider,15/04/1961,"San Diego, CA",USA,female,Johns Hopkins University School of Medicine,"Baltimore, MD",USA,,,
2009,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,03-Jan,835,Individual,Elizabeth H. Blackburn,26/11/1948,"Hobart, Tasmania",Australia,female,University of California,"San Francisco, CA",USA,,,
2009,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,03-Jan,837,Individual,Jack W. Szostak,09/11/1952,London,United Kingdom,male,Harvard Medical School,"Boston, MA",USA,,,
2010,Chemistry,The Nobel Prize in Chemistry,for palladium-catalyzed cross couplings in organic synthesis,03-Jan,853,Individual,Akira Suzuki,12/09/1930,Mukawa,Japan,male,Hokkaido University,Sapporo,Japan,,,
2010,Chemistry,The Nobel Prize in Chemistry,for palladium-catalyzed cross couplings in organic synthesis,03-Jan,852,Individual,Ei-ichi Negishi,14/07/1935,Changchun,China,male,Purdue University,"West Lafayette, IN",USA,06/06/2021,"Indianapolis, IN",USA
2010,Chemistry,The Nobel Prize in Chemistry,for palladium-catalyzed cross couplings in organic synthesis,03-Jan,851,Individual,Richard F. Heck,15/08/1931,"Springfield, MA",USA,male,University of Delaware,,USA,09/10/2015,Manila,Philippines
2010,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their analysis of markets with search frictions,03-Jan,858,Individual,Christopher A. Pissarides,20/02/1948,Nicosia,Cyprus,male,London School of Economics and Political Science,London,United Kingdom,,,
2010,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their analysis of markets with search frictions,03-Jan,857,Individual,Dale T. Mortensen,02/02/1939,"Enterprise, OR",USA,male,Northwestern University,"Evanston, IL",USA,09/01/2014,"Wilmette, IL",USA
2010,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their analysis of markets with search frictions,03-Jan,856,Individual,Peter A. Diamond,29/04/1940,"New York, NY",USA,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,
2010,Literature,The Nobel Prize in Literature,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat",1,854,Individual,Mario Vargas Llosa,28/03/1936,Arequipa,Peru,male,,,,,,
2010,Peace,The Nobel Peace Prize,for his long and non-violent struggle for fundamental human rights in China,1,855,Individual,Liu Xiaobo,28/12/1955,Changchun,China,male,,,,13/07/2017,Shenyang,China
2010,Physics,The Nobel Prize in Physics,for groundbreaking experiments regarding the two-dimensional material graphene,02-Jan,849,Individual,Andre Geim,21/10/1958,Sochi,Russia,male,University of Manchester,Manchester,United Kingdom,,,
2010,Physics,The Nobel Prize in Physics,for groundbreaking experiments regarding the two-dimensional material graphene,02-Jan,850,Individual,Konstantin Novoselov,23/08/1974,Nizhny Tagil,Russia,male,University of Manchester,Manchester,United Kingdom,,,
2010,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the development of in vitro fertilization,1,848,Individual,Robert G. Edwards,27/09/1925,Batley,United Kingdom,male,University of Cambridge,Cambridge,United Kingdom,10/04/2013,Cambridge,United Kingdom
2011,Chemistry,The Nobel Prize in Chemistry,for the discovery of quasicrystals,1,867,Individual,Dan Shechtman,24/01/1941,Tel Aviv,British Mandate of Palestine,male,Technion - Israel Institute of Technology,Haifa,Israel,,,
2011,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their empirical research on cause and effect in the macroeconomy,02-Jan,873,Individual,Christopher A. Sims,21/10/1942,"Washington, D.C.",USA,male,Princeton University,"Princeton, NJ",USA,,,
2011,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their empirical research on cause and effect in the macroeconomy,02-Jan,872,Individual,Thomas J. Sargent,19/07/1943,"Pasadena, CA",USA,male,New York University,"New York, NY",USA,,,
